source,lineNumber,reference,personReference,neighbourhood,folio,baseSurname,givenName,surnamePrefix,disambiguatingDescription,related,altName
KLAC02572000007_2R.txt,27,"Akerlaken, Christoffel van — boeckhouder O.I.C.  O       598","Akerlaken, Christoffel van — boeckhouder O.I.C.",O,598,Akerlaken,Christoffel,van,boeckhouder O.I.C.,,
KLAC02572000007_2R.txt,28,"Akers, Trijn wede. Jan Dircxsz ter Wel       30        297v","Akers, Trijn wede. Jan Dircxsz ter Wel",30,297v,Akers,Trijn wede. Jan Dircxsz,ter,,,
KLAC02572000007_2R.txt,29,"Akersloot, Simon Pietersz                    20        185v","Akersloot, Simon Pietersz",20,185v,Akersloot,Simon Pietersz,,,,
KLAC02572000007_2R.txt,30,"Albas, Barent — boeckhouder                  30        290","Albas, Barent — boeckhouder",30,290,Albas,Barent,,boeckhouder,,
KLAC02572000007_2R.txt,31,"Albers, Aefje — wede.                        50        406v","Albers, Aefje — wede.",50,406v,Albers,Aefje,,wede.,,
KLAC02572000007_2R.txt,32,""" , Annitje — wede. David Jorisz de Leeuw  53      497","Albers, Annitje — wede. David Jorisz de Leeuw",53,497,Albers,Annitje,,wede. David Jorisz de Leeuw,,
KLAC02572000007_2R.txt,33,""" , Marritje — gortwinckel               51        4 76","Albers, Marritje — gortwinckel",51,4 76,Albers,Marritje,,gortwinckel,,
KLAC02572000007_2R.txt,34,""" , Marritje — Erf van                   Pp2       585","Albers, Marritje — Erf van",Pp2,585,Albers,Marritje,,Erf van,,
KLAC02572000007_2R.txt,35,""" , Wijntje                                                    27              261v","Albers, Wijntje",27,261v,Albers,Wijntje,,,,
KLAC02572000008_2R.txt,0,"Albers, IJke — makelaar                      27        259","Albers, IJke — makelaar",27,259,Albers,IJke,,makelaar,,
KLAC02572000008_2R.txt,1,"Albersz, Albert — rentenier                  50        455","Albersz, Albert — rentenier",50,455,Albersz,Albert,,rentenier,,
KLAC02572000008_2R.txt,2,""" , Barent — Erven van                  25        5357v","Albersz, Barent — Erven van",25,5357v,Albersz,Barent,,Erven van,,
KLAC02572000008_2R.txt,3,""" , Engel — lichterman, dochter van     54        510","Albersz, Engel — lichterman, dochter van",54,510,Albersz,Engel,,"lichterman, dochter van",,
KLAC02572000008_2R.txt,4,""" , Gerrit — schipper                   54        509","Albersz, Gerrit — schipper",54,509,Albersz,Gerrit,,schipper,,
KLAC02572000008_2R.txt,5,""" , wede. Harman                        55        S522v","Albersz, wede. Harman",55,S522v,Albersz,wede. Harman,,,,
KLAC02572000008_2R.txt,6,""" , Hendrick — maeckelaer en coorndrager  1l       l103v","Albersz, Hendrick — maeckelaer en coorndrager",1l,l103v,Albersz,Hendrick,,maeckelaer en coorndrager,,
KLAC02572000008_2R.txt,7,""" , Carel — schuijtevoerder             36        245","Albersz, Carel — schuijtevoerder",36,245,Albersz,Carel,,schuijtevoerder,,
KLAC02572000008_2R.txt,8,""" , Claes                               11        102","Albersz, Claes",11,102,Albersz,Claes,,,,
KLAC02572000008_2R.txt,9,""" , Pieter — out coorndrager            51        476","Albersz, Pieter — out coorndrager",51,476,Albersz,Pieter,,out coorndrager,,
KLAC02572000008_2R.txt,10,""" , Sander — kistenmaker                31        304v","Albersz, Sander — kistenmaker",31,304v,Albersz,Sander,,kistenmaker,,
KLAC02572000008_2R.txt,11,""" , Wessel — huijstimmerman             53        504","Albersz, Wessel — huijstimmerman",53,504,Albersz,Wessel,,huijstimmerman,,
KLAC02572000008_2R.txt,12,"Alberts, Aeltje — wede.                      20        187v","Alberts, Aeltje — wede.",20,187v,Alberts,Aeltje,,wede.,,
KLAC02572000008_2R.txt,13,""" , Albrechje                           23        216","Alberts, Albrechje",23,216,Alberts,Albrechje,,,,
KLAC02572000008_2R.txt,14,""" , Annetje                              5         58","Alberts, Annetje",5,58,Alberts,Annetje,,,,
KLAC02572000008_2R.txt,15,""" , Marritje — wijnvercoopster           6         SLv","Alberts, Marritje — wijnvercoopster",6,SLv,Alberts,Marritje,,wijnvercoopster,,
KLAC02572000008_2R.txt,16,""" , Marritje — wede. Simon Jansz houtsager  5     587","Alberts, Marritje — wede. Simon Jansz houtsager",5,587,Alberts,Marritje,,wede. Simon Jansz houtsager,,
KLAC02572000008_2R.txt,17,"Albertsz, Albert — blauverwer                56        529v","Albertsz, Albert — blauverwer",56,529v,Albertsz,Albert,,blauverwer,,
KLAC02572000008_2R.txt,18,""" , wede. Gerrit                       18        172","Albertsz, wede. Gerrit",18,172,Albertsz,wede. Gerrit,,,,
KLAC02572000008_2R.txt,19,""" , Jacob — briefbestelâder             17        165v","Albertsz, Jacob — briefbestelâder",17,165v,Albertsz,Jacob,,briefbestelâder,,
KLAC02572000008_2R.txt,20,""" , Jacob — klompmaker                 45        422v","Albertsz, Jacob — klompmaker",45,422v,Albertsz,Jacob,,klompmaker,,
KLAC02572000008_2R.txt,21,""" , Jan — schuijtevoerder              31        304","Albertsz, Jan — schuijtevoerder",31,304,Albertsz,Jan,,schuijtevoerder,,
KLAC02572000008_2R.txt,22,""" , wede. Jan — toebackvercoopster     45        426v","Albertsz, wede. Jan — toebackvercoopster",45,426v,Albertsz,wede. Jan,,toebackvercoopster,,
KLAC02572000008_2R.txt,23,""" , Wede. Jan                          46        4353v","Albertsz, Wede. Jan",46,4353v,Albertsz,Wede. Jan,,,,
KLAC02572000008_2R.txt,24,""" , Jan — coorndrager                  48        448","Albertsz, Jan — coorndrager",48,448,Albertsz,Jan,,coorndrager,,
KLAC02572000008_2R.txt,25,""" , Jan — comenijhouder                53        498","Albertsz, Jan — comenijhouder",53,498,Albertsz,Jan,,comenijhouder,,
KLAC02572000008_2R.txt,26,""" , Christiaen                         46        433v","Albertsz, Christiaen",46,433v,Albertsz,Christiaen,,,,
KLAC02572000008_2R.txt,27,""" , Wede. Cornelis — compassemaker geb. Annitje Dchrein               353        z28v","Albertsz, Wede. Cornelis — compassemaker geb. Annitje Dchrein",353,z28v,Albertsz,Wede. Cornelis,,compassemaker geb. Annitje Dchrein,,
KLAC02572000008_2R.txt,28,""" , Pieter — glasemaker, getr. met dochter van Claes Attes                    19        177v","Albertsz, Pieter — glasemaker, getr. met dochter van Claes Attes",19,177v,Albertsz,Pieter,,"glasemaker, getr. met dochter van Claes Attes",,
KLAC02572000008_2R.txt,29,""" , Pieter — caaswinckelier            24        217v","Albertsz, Pieter — caaswinckelier",24,217v,Albertsz,Pieter,,caaswinckelier,,
KLAC02572000008_2R.txt,30,""" , Pieter — haijbaes                  48        446","Albertsz, Pieter — haijbaes",48,446,Albertsz,Pieter,,haijbaes,,
KLAC02572000008_2R.txt,31,""" , Volckert — siecketrooster          45        425v","Albertsz, Volckert — siecketrooster",45,425v,Albertsz,Volckert,,siecketrooster,,
KLAC02572000008_2R.txt,32,""" , Willen — eijerkoper                lè        109v","Albertsz, Willen — eijerkoper",lè,109v,Albertsz,Willen,,eijerkoper,,
KLAC02572000008_2R.txt,33,"Albertz, Albert — cuijper                    10         95v","Albertz, Albert — cuijper",10,95v,Albertz,Albert,,cuijper,,
KLAC02572000008_2R.txt,34,""" , Bartelier                            l          4","Albertz, Bartelier",l,4,Albertz,Bartelier,,,,
KLAC02572000008_2R.txt,35,""" , Fredk.                                                         1                   3","Albertz, Fredk.",1,3,Albertz,Fredk.,,,,
KLAC02572000009_2R.txt,0,"Albertz, Jacob — glasemaker                   9         82v","Albertz, Jacob — glasemaker",9,82v,Albertz,Jacob,,glasemaker,,
KLAC02572000009_2R.txt,1,"Albin, Barnardo Lopes — kinderen van         J         575","Albin, Barnardo Lopes — kinderen van",J,575,Albin,Barnardo Lopes,,kinderen van,,
KLAC02572000009_2R.txt,2,""" , Isack Lopes                           J         575","Albin, Isack Lopes",J,575,Albin,Isack Lopes,,,,
KLAC02572000009_2R.txt,3,"Alckemade, Elisabeth van                     51        471","Alckemade, Elisabeth van",51,471,Alckemade,Elisabeth,van,,,
KLAC02572000009_2R.txt,4,""" , Hendrick van — priester           50        461v","Alckemade, Hendrick van — priester",50,461v,Alckemade,Hendrick,van,priester,,
KLAC02572000009_2R.txt,5,""" , Martinus van                      51        471","Alckemade, Martinus van",51,471,Alckemade,Martinus,van,,,
KLAC02572000009_2R.txt,6,"Alckmaer, Jan Willemsz — Erven van           16        169v","Alckmaer, Jan Willemsz — Erven van",16,169v,Alckmaer,Jan Willemsz,,Erven van,,
KLAC02572000009_2R.txt,7,"Alderdingh, Philip — speckkoper           24       228","Alderdingh, Philip — speckkoper",24,228,Alderdingh,Philip,,speckkoper,,
KLAC02572000009_2R.txt,8,""" , Philips                          56        554","Alderdingh, Philips",56,554,Alderdingh,Philips,,,,
KLAC02572000009_2R.txt,9,"Alders, wede. Hendrick                       55        524","Alders, wede. Hendrick",55,524,Alders,wede. Hendrick,,,,
KLAC02572000009_2R.txt,10,"Alderse, Pieter — Erven van                   24        219","Alderse, Pieter — Erven van",24,219,Alderse,Pieter,,Erven van,,
KLAC02572000009_2R.txt,11,"Aldertsz, Arent — zijreder                   44        413","Aldertsz, Arent — zijreder",44,413,Aldertsz,Arent,,zijreder,,
KLAC02572000009_2R.txt,12,"Aldewereld, Adriaen van                      50        461v","Aldewereld, Adriaen van",50,461v,Aldewereld,Adriaen,van,,,
KLAC02572000009_2R.txt,13,""" , Jacobus van                      60        556v","Aldewereld, Jacobus van",60,556v,Aldewereld,Jacobus,van,,,
KLAC02572000009_2R.txt,14,""" , Pieter Salomonsz van             39        267V","Aldewereld, Pieter Salomonsz van",39,267V,Aldewereld,Pieter Salomonsz,van,,,
KLAC02572000009_2R.txt,15,""" , Pieter van                       48        443v","Aldewereld, Pieter van",48,443v,Aldewereld,Pieter,van,,,
KLAC02572000009_2R.txt,16,""" , Salomon van                      39        367v","Aldewereld, Salomon van",39,367v,Aldewereld,Salomon,van,,,
KLAC02572000009_2R.txt,17,"Aldewerelt, Aeltje                     59      554","Aldewerelt, Aeltje",59,554,Aldewerelt,Aeltje,,,,
KLAC02572000009_2R.txt,18,""" , Anthoni van — kinderen           46        429","Aldewerelt, Anthoni van — kinderen",46,429,Aldewerelt,Anthoni,van,kinderen,,
KLAC02572000009_2R.txt,19,""" , Jacob van                        60        556v","Aldewerelt, Jacob van",60,556v,Aldewerelt,Jacob,van,,,
KLAC02572000009_2R.txt,20,""" , Jan van                          44        409v","Aldewerelt, Jan van",44,409v,Aldewerelt,Jan,van,,,
KLAC02572000009_2R.txt,21,""" , Corneliis van                     50        461v","Aldewerelt, Corneliis van",50,461v,Aldewerelt,Corneliis,van,,,
KLAC02572000009_2R.txt,22,"Alen, Jan van — kantvercooper                 7         58v","Alen, Jan van — kantvercooper",7,58v,Alen,Jan,van,kantvercooper,,
KLAC02572000009_2R.txt,23,"Alewijn, Abraham — captein                   42        392v 393","Alewijn, Abraham — captein",42,392v 393,Alewijn,Abraham,,captein,,
KLAC02572000009_2R.txt,24,""" , Abraham — de jonge                  35        322v","Alewijn, Abraham — de jonge",35,322v,Alewijn,Abraham,,de jonge,,
KLAC02572000009_2R.txt,25,""" , Dirck                               42        392v","Alewijn, Dirck",42,392v,Alewijn,Dirck,,,,
KLAC02572000009_2R.txt,26,""" , Jan                          17      156","Alewijn, Jan",17,156,Alewijn,Jan,,,,
KLAC02572000009_2R.txt,27,""" , Jannetje — wede,                    49        454","Alewijn, Jannetje — wede,",49,454,Alewijn,Jannetje,,"wede,",,
KLAC02572000009_2R.txt,28,""" , Martinus                                  56        535v","Alewijn, Martinus",56,535v,Alewijn,Martinus,,,,
KLAC02572000009_2R.txt,29,""" , Kartinus — Comm. desolate boedels             608","Alewijn, Kartinus — Comm. desolate boedels",608,,Alewijn,Kartinus,,Comm. desolate boedels,,
KLAC02572000009_2R.txt,30,"Alfhuijse, Gerrit getr. met Jacomijntje van Veen        49        456","Alfhuijse, Gerrit getr. met Jacomijntje van Veen",49,456,Alfhuijse,Gerrit getr. met Jacomijntje,van,,,
KLAC02572000009_2R.txt,31,""" , Gerrit + erf van zijn vrouw       57        539","Alfhuijse, Gerrit + erf van zijn vrouw",57,539,Alfhuijse,Gerrit,,,erf van zijn vrouw,
KLAC02572000009_2R.txt,32,"Alfhuijsen, wede. Gerrit                35      319","Alfhuijsen, wede. Gerrit",35,319,Alfhuijsen,wede. Gerrit,,,,
KLAC02572000009_2R.txt,33,"Allart, Pieter                                6         51","Allart, Pieter",6,51,Allart,Pieter,,,,
KLAC02572000009_2R.txt,34,"Allarts, Hugo — constvercoper                24        220v","Allarts, Hugo — constvercoper",24,220v,Allarts,Hugo,,constvercoper,,
KLAC02572000009_2R.txt,35,"Allekens, Pr. — Erf van                      20       186v","Allekens, Pr. — Erf van",20,186v,Allekens,Pr.,,Erf van,,
KLAC02572000009_2R.txt,36,"Alles, Hendrick Hendricksz — silversmit      12        111","Alles, Hendrick Hendricksz — silversmit",12,111,Alles,Hendrick Hendricksz,,silversmit,,
KLAC02572000009_2R.txt,37,"Almeloveen, DO. Johannes — predicant         19        175","Almeloveen, DO. Johannes — predicant",19,175,Almeloveen,DO. Johannes,,predicant,,
KLAC02572000010_2R.txt,0,"Alphen, Matthijs van                         55        358v","Alphen, Matthijs van",55,358v,Alphen,Matthijs,van,,,
KLAC02572000010_2R.txt,1,"Alsem, Johannes van                           57        5350v","Alsem, Johannes van",57,5350v,Alsem,Johannes,van,,,
KLAC02572000010_2R.txt,2,"Alsstorff, Wijnand                             23        214","Alsstorff, Wijnand",23,214,Alsstorff,Wijnand,,,,
KLAC02572000010_2R.txt,3,"Alte, Pieter                                  55        497","Alte, Pieter",55,497,Alte,Pieter,,,,
KLAC02572000010_2R.txt,4,"Altere, wede. Pieter van geb. Anna Boom      57        559v","Altere, wede. Pieter van geb. Anna Boom",57,559v,Altere,wede. Pieter,van,,,Anna Boom
KLAC02572000010_2R.txt,5,"Alteren, Margareta van                        8         7Sv","Alteren, Margareta van",8,7Sv,Alteren,Margareta,van,,,
KLAC02572000010_2R.txt,6,""" , Simon van                             8         76v","Alteren, Simon van",8,76v,Alteren,Simon,van,,,
KLAC02572000010_2R.txt,7,"Altnuijsius, Johannes — advocaat             30        294","Altnuijsius, Johannes — advocaat",30,294,Altnuijsius,Johannes,,advocaat,,
KLAC02572000010_2R.txt,8,"Aluick, wede.                                 49        4511v","Aluick, wede.",49,4511v,Aluick,wede.,,,,
KLAC02572000010_2R.txt,9,"Alvares, Gabriel                              J         573","Alvares, Gabriel",J,573,Alvares,Gabriel,,,,
KLAC02572000010_2R.txt,10,""" , Gabriel                             J         582","Alvares, Gabriel",J,582,Alvares,Gabriel,,,,
KLAC02572000010_2R.txt,11,""" , Samuel                               J         577","Alvares, Samuel",J,577,Alvares,Samuel,,,,
KLAC02572000010_2R.txt,12,""" , da Costa, Aron                       J         578v","Alvares, da Costa, Aron",J,578v,Alvares,"da Costa, Aron",,,,
KLAC02572000010_2R.txt,13,"""      Vega, Fardinandus — Erven van        J         SE1v","Alvares     Vega, Fardinandus — Erven van",J,SE1v,Alvares     Vega,Fardinandus,,Erven van,,
KLAC02572000010_2R.txt,14,"Anelbergen, Anna wede. Lodewijck van den Bergh  30    293v","Anelbergen, Anna wede. Lodewijck van den Bergh",30,293v,Anelbergen,Anna wede. Lodewijck,van de,,,
KLAC02572000010_2R.txt,15,"Amans, wede. Corn. geb. Marritje Roos        51        48Ov","Amans, wede. Corn. geb. Marritje Roos",51,48Ov,Amans,wede. Corn.,,,,Marritje Roos
KLAC02572000010_2R.txt,16,"Ambrosius, wede. Dirck                        4         36","Ambrosius, wede. Dirck",4,36,Ambrosius,wede. Dirck,,,,
KLAC02572000010_2R.txt,17,""" , Johannes — Erf van                43        405","Ambrosius, Johannes — Erf van",43,405,Ambrosius,Johannes,,Erf van,,
KLAC02572000010_2R.txt,18,""" , De.Johannes — Erf van             35        43Sv","Ambrosius, De.Johannes — Erf van",35,43Sv,Ambrosius,De.Johannes,,Erf van,,
KLAC02572000010_2R.txt,19,""" , De. Johannes — Erf van            55        S26v","Ambrosius, De. Johannes — Erf van",55,S26v,Ambrosius,De. Johannes,,Erf van,,
KLAC02572000010_2R.txt,20,""" , wede. Justus                      55        339v","Ambrosius, wede. Justus",55,339v,Ambrosius,wede. Justus,,,,
KLAC02572000010_2R.txt,21,""" , Michiel                           40        380v","Ambrosius, Michiel",40,380v,Ambrosius,Michiel,,,,
KLAC02572000010_2R.txt,22,""" , Do. — Erf van                     36        349v","Ambrosius, Do. — Erf van",36,349v,Ambrosius,Do.,,Erf van,,
KLAC02572000010_2R.txt,23,"Areland, wede. Willenm                        52        488v","Areland, wede. Willenm",52,488v,Areland,wede. Willenm,,,,
KLAC02572000010_2R.txt,24,"Amrelandt, Michiel van                        47        436v","Amrelandt, Michiel van",47,436v,Amrelandt,Michiel,van,,,
KLAC02572000010_2R.txt,25,"Amelius, Pieter Jansz                        55        503v","Amelius, Pieter Jansz",55,503v,Amelius,Pieter Jansz,,,,
KLAC02572000010_2R.txt,26,"Arelo, Hillebrand — backer                   46        455","Arelo, Hillebrand — backer",46,455,Arelo,Hillebrand,,backer,,
KLAC02572000010_2R.txt,27,"Ares, Gerrit                                  44        415","Ares, Gerrit",44,415,Ares,Gerrit,,,,
KLAC02572000010_2R.txt,28,"Amesfoort, Anna van                          23        207v","Amesfoort, Anna van",23,207v,Amesfoort,Anna,van,,,
